Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS ,PR_Size,Log_PR_Size,Has_Code,Adopt_Any,Fraction_Adopted,Status,Exp_Author_Repo,Time_To_Event,PR_Language,Merged_By_Author,Closed_By_Author,Closed_By_Author_new,Case_ID,PQS,Repository,PR_Number,Merged,Closed,Generated_Code,Adopted_Code,Resolved,Close_Event,Merge_Event
NE-61,https://github.com/GaloyMoney/galoy-mobile/pull/2617,https://chat.openai.com/share/e5d50333-2d70-4c70-b4ce-652cf5d407e9,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about github integration sync with transifex. Specificity (1): The goal is clear—ask whether the sync is bidirectional—but there are no constraints, required output formats, or reasoning instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2,257.0,5.552959585,0.0,,,merged,87.0,1.0,TypeScript,,0.0,1.0,NE-61,2,GaloyMoney/galoy-mobile,2617,1,0,0,0,1,0,1
NE-62,https://github.com/sablier-labs/v2-core/pull/734,https://chat.openai.com/share/cc9100d2-7294-42bc-b579-a3ef5c79e194,NE,1.0,0.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about nodejs and different versions, no code snippets, functions. The prompt does not define a goal, scope, or constraints beyond asking for an explanation of versioning semantics, so Specificity = 0. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The difference between a version like 4.0.2 and another like 4.x and another like 4.0.x in the context of semantic versioning for Node.js dependencies can be checked on the Nodejs official package site.",2,754.0,6.626717749,0.0,,,merged,0.0,11.0,YAML,,0.0,0.0,NE-62,2,sablier-labs/v2-core,734,1,0,0,0,1,0,1
NE-63,https://github.com/shay-te/core-lib/pull/140,https://chat.openai.com/share/7a332a5f-2cfc-4b29-9a8a-31f0095a7833,NE,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about python and core-lib, no code snippets, functions or symbols. Specificity (1): The question is clear—explain the difference between the given version formats—but does not specify constraints, output format, or reasoning structure. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The problems core-lib attempts to solve and the advantages can be verified from the provided description whether they're right or wrong.",3,1249.0,7.13089883,0.0,,,merged,0.0,13.0,Markdown,,0.0,0.0,NE-63,3,shay-te/core-lib,140,1,0,0,0,1,0,1
NE-64,https://github.com/datastax/cassandra/pull/752,https://chat.openai.com/share/29a25377-786f-4690-b146-12acb6acb75b,NE,2.0,1.0,1.0,"Context was scored 2 because the prompt provides file with some code snippets and functions. This provides clear locus and concrete evidence. The goal—fit parameters a and b in f(x)=a ln(N) * M * K^b—is clearly stated, but the prompt lacks explicit constraints, required output format, or algorithmic rules, so Specificity=1. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Accuracy of the approximation, as a percentage of the observed values can be verified from computing using the equation provided.",4,44.0,3.80666249,0.0,,,merged,13.0,1.0,Java,,0.0,1.0,NE-64,4,datastax/cassandra,752,1,0,0,0,1,0,1
NE-65,https://github.com/snapshot-labs/snapshot/pull/3937,https://chat.openai.com/share/85cec841-8282-4af9-a7f2-8be481f66fc1,NE,,,,,0,202.0,5.313205979,0.0,,,merged,0.0,2.0,TypeScript,,0.0,,NE-65,0,snapshot-labs/snapshot,3937,1,0,0,0,1,0,1
NE-66,https://github.com/VOICEVOX/voicevox_core/pull/761,https://chat.openai.com/share/2cd7f563-fb91-4460-a3e6-5787f17b6ed4,NE,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions rs (rust) and provides sample code snippets with functions. This provides clear locus and concrete evidence. Specificity (1): The goal—explain what the comment (p ⟹ q) = (¬p ∨ q) means in context—is clear, but no constraints or structured output guidance are provided. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The statements can be verified using Logic",4,1695.0,7.436027816,0.0,,,merged,165.0,60.0,Rust,,0.0,0.0,NE-66,4,VOICEVOX/voicevox_core,761,1,0,0,0,1,0,1
NE-67,https://github.com/nishiki-tech/nishiki-frontend/pull/271,https://chat.openai.com/share/e5429575-91aa-4585-9332-aa926bfd0085,NE,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions about the Next.js v14 library with the latest App Router feature and provides the function names like router.replace(). This provides clear locus and concrete evidence. Specificity is scored as 1 because the goal—understanding why a parent server component marked force-dynamic re-renders and how to prevent it—is clear, but there are no constraints, output format, or detailed scope instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,111.0,4.718498871,0.0,,,merged,52.0,3.0,TypeScript,,0.0,1.0,NE-67,3,nishiki-tech/nishiki-frontend,271,1,0,0,0,1,0,1
NE-68,https://github.com/ggerganov/llama.cpp/pull/1775,https://chat.openai.com/share/a53d3e18-57b3-4f51-8ca0-1336db66fcc6,NE,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions about Apple’s Metal Api and provides code snippets with various functions e.g kernel_mul_mat_q2_k_f32. This provides clear locus and concrete evidence. Specificity (1): The request asks the model to analyze the code step-by-step and then optimize it in a second step. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether the suggested optimisations makes the function run faster or not.",4,36.0,3.610917913,0.0,,,merged,0.0,1.0,C++,,0.0,0.0,NE-68,4,ggerganov/llama.cpp,1775,1,0,0,0,1,0,1
NE-69,https://github.com/nickbabcock/OhmGraphite/pull/379,https://chat.openai.com/share/0b9e90b1-2a60-43da-864e-eeef47d48fb2,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about http and tls. No code snippets The question does not specify modifications, goals for code, constraints, formats, or reasoning requirements, so Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on why can’t a self signed http tls certificate between two servers isolated from internet be validated",1,16.0,2.833213344,0.0,,,merged,0.0,17.0,Markdown,,0.0,0.0,NE-69,1,nickbabcock/OhmGraphite,379,1,0,0,0,1,0,1
NE-70,https://github.com/dantol29/webserver/pull/318,https://chatgpt.com/share/1a11553b-cd4d-4b5b-af77-27be8a84f2a6,NE,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about NGNIX and 404 error. Specificity (1): The developer’s questions are clear but broad, lacking constraints, requested output formats, or step-by-step reasoning requirements. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked which error is in NGNIX for an empty directory without index and what the actual domain of a website is between www.example.com or example.com",3,1280.0,7.155396302,0.0,,,merged,16.0,3.0,C++,,0.0,0.0,NE-70,3,dantol29/webserver,318,1,0,0,0,1,0,1
NE-71,https://github.com/VOICEVOX/voicevox_core/pull/538,https://chat.openai.com/share/54538577-b336-4b68-b72a-e6739ebfe6c4,NE,2.0,0.0,1.0,"Context was scored 2 because the prompt mentions rust and provides code snippets. This provides clear locus and concrete evidence. The prompt does not specify a concrete goal or task for the LLM to perform, resulting in very low specificity (score 0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether the provided two processes /functions are the same or not.",3,2147.0,7.672292456,0.0,,,merged,8.0,14.0,Rust,,0.0,0.0,NE-71,3,VOICEVOX/voicevox_core,538,1,0,0,0,1,0,1
NE-72,https://github.com/shakacode/shakapacker/pull/430,https://chat.openai.com/share/d33fe865-defd-41df-ac89-4db307a71052,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about NPM and Yarn. Specificity (1): The goal of the conversation is clear—deciding which package manager fits the user’s preferences—but there are no constraints, output format requirements, or technical boundaries set. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether NPM or yarn should be used as the default package manager",2,937.0,6.843749949,0.0,,,merged,26.0,23.0,Ruby,,0.0,0.0,NE-72,2,shakacode/shakapacker,430,1,0,0,0,1,0,1
NE-73,https://github.com/skrub-data/skrub/pull/581,https://chat.openai.com/share/d4a00de6-d10b-4c5a-af19-43757fb795cf,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about underfilled job title. The prompt does not define any task, goal, scope, constraints, or expected structured output—it simply asks for an explanation of terminology, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0,21.0,3.091042453,0.0,,,merged,100.0,56.0,Python,,0.0,0.0,NE-73,0,skrub-data/skrub,581,1,0,0,0,1,0,1
NE-74,https://github.com/VOICEVOX/voicevox/pull/1934,https://chat.openai.com/share/562ffbce-bc50-416e-9bac-ed200097b24c,NE,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning rectSelect as the function. Specificity (1): The goal is clear—suggest good English names for a boolean argument controlling additive selection—but no scope, constraints, or structure for the output are provided. Verification was scored 1 because verification is implicitly implied by ensuring when the control key is pressed, the selected items are added but no explicit correction conditions are specified.",3,12.0,2.564949357,0.0,,,merged,134.0,5.0,TypeScript,,0.0,0.0,NE-74,3,VOICEVOX/voicevox,1934,1,0,0,0,1,0,1
NE-75,https://github.com/ogawa-shotaro/Todo-App/pull/12,https://chatgpt.com/share/e892ddea-a713-40f9-a582-2f8526a6c5ac,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about API and res.body Specificity (1): The goal is clear—provide around 10 variable name candidates—but no constraints, scope rules, naming conventions, or output format requirements are defined. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query to list some sample variable names to store list of todo items from api call.",2,119.0,4.787491743,0.0,,,merged,6.0,1.0,TypeScript,,0.0,1.0,NE-75,2,ogawa-shotaro/Todo-App,12,1,0,0,0,1,0,1
NE-76,https://github.com/daeuniverse/dae/pull/300,https://chat.openai.com/share/9fb7d601-2a86-4079-8cdc-3ecdf90cab48,NE,1.0,1.0,1.0,"Context was scored 1 because the prompt requires to translate technical documentation markdown from Chinese to English. some locus and evidence was provided i.e.the markdown file containing the technical documentation to translate. Specificity (1): The prompt has a clear goal—refine grammar—but lacks constraints, formatting rules, or detailed requirements. Verification was scored 1 because correctness is implicitly implied, but no explicit correction conditions are specified. There are implicit correctness expectations,someone can see the provided text converted from Chinese to English and can tell but no formal structure or how to verify that the converted Chinese to English is right.",3,56.0,4.043051268,0.0,,,merged,58.0,1.0,Markdown,,0.0,1.0,NE-76,3,daeuniverse/dae,300,1,0,0,0,1,0,1
NE-77,https://github.com/VOICEVOX/voicevox/pull/1546,https://chat.openai.com/share/95d89a9e-7aee-4869-bcde-9e282d1ff425,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by just inquiring about naming variable name and gave variable names like audioKeysInitializingSpeaker which are symbols. Specificity (1): The goal is clear—ask whether a variable should be named in the form 'appearance + thing' or 'thing + appearance'—but no constraints, style-guide rules, or output format instructions are provided. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on naming conventions for defining variable names",2,293.0,5.683579767,0.0,,,merged,96.0,7.0,TypeScript,,0.0,0.0,NE-77,2,VOICEVOX/voicevox,1546,1,0,0,0,1,0,1
NE-78,https://github.com/VOICEVOX/voicevox_core/pull/555,https://chat.openai.com/share/5b141624-2b16-4a78-9c48-5f6ba67c62e2,NE,1.0,1.0,1.0,"mentions about python, C++ and Rust Specificity (1): The goal—classifying language mechanisms as 'broad RAII' vs. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether these (GCC cleanup - Go defer - Python with - Java's try-with-resource - C# using) different language features for resource management can be considered ""broad RAII"" as in c++",3,161.0,5.087596335,0.0,,,merged,99.0,16.0,Rust,,0.0,0.0,NE-78,3,VOICEVOX/voicevox_core,555,1,0,0,0,1,0,1
NE-79,https://github.com/sign-language-processing/sign-language-processing.github.io/pull/38,https://chatgpt.com/share/d635924e-07f6-4642-9850-d1433b47b9b4,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by providing sample prototype repository is provided](https://github.com/m-decoster/VGT-SL-Dictionary) with accompanying scripts in the text to be summarised. The task—'make the summary more concise while staying accurate'—is clear but lacks constraints such as required length, structure, or formatting, so specificity is moderate (S=1). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2,32.0,3.496507561,0.0,,,merged,5.0,6.0,Markdown,,0.0,0.0,NE-79,2,sign-language-processing/sign-language-processing.github.io,38,1,0,0,0,1,0,1
NE-80,https://github.com/VOICEVOX/voicevox/pull/1573,https://chat.openai.com/share/50b66438-b707-4468-892a-e9d4fc1c3f4e,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about tooltip direction, no code . The user provides no explicit goal, constraints, output format, or technical scope, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on which direction the tool tip should appear from when hovering the button.",0,35.0,3.583518938,0.0,,,merged,38.0,17.0,TypeScript,,0.0,0.0,NE-80,0,VOICEVOX/voicevox,1573,1,0,0,0,1,0,1
NE-81,https://github.com/gnosis/prediction-market-agent-tooling/pull/133,https://chat.openai.com/share/182af04d-62b0-4a58-9971-67b4ba9390b0,NE,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about isinstance(value, X) instead of type(value) is X Specificity (1): The goal is clear—explain why isinstance() is preferred—but the prompt provides no constraints, no output format, and no specific reasoning requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on why we should use isinstance(value, X) instead of type(value) is X.",2,1211.0,7.100027167,0.0,,,merged,4.0,1.0,Python,,0.0,1.0,NE-81,2,gnosis/prediction-market-agent-tooling,133,1,0,0,0,1,0,1
NE-82,https://github.com/reworkd/AgentGPT/pull/897,https://chat.openai.com/share/01ba1f78-371b-4ebc-bddd-32b88e4770f7,NE,1.0,0.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about n8n framework for workflows. (S=0) The user does not define a concrete goal, required output, or constraints; all queries are open-ended and conceptual. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. A conceptual discussion on n8n and how to develop workflows.",1,1921.0,7.56112159,0.0,,,merged,62.0,4.0,JSON,,0.0,1.0,NE-82,1,reworkd/AgentGPT,897,1,0,0,0,1,0,1
NE-83,https://github.com/boostcampwm2023/baekjoonrooms/pull/50,https://chat.openai.com/share/13cc5a56-d758-407e-bc55-2ad0711bd719,NE,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about npm and dockerfile. Specificity (1): The goal is clear—decide which command to use in a Dockerfile—but the prompt does not specify constraints, output format, or reasoning instructions. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether to use /do npm install or npm ci in a dockerfile.",3,128.0,4.859812404,0.0,,,merged,3.0,1.0,YAML,,0.0,0.0,NE-83,3,boostcampwm2023/baekjoonrooms,50,1,0,0,0,1,0,1
NE-84,https://github.com/VOICEVOX/voicevox/pull/1374,https://chat.openai.com/share/96a908fa-3af7-4ccd-8320-ff5ec2dff950,NE,0.0,0.0,0.0,"Context was scored 0 because the prompt asks a general question inquiring about opening context menu. The request does not specify a development goal, constraints, workflow, or any technical output format—only asks for additional methods, making it non-specific for software engineering purposes (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on whether there other way to open context menu besides right-clicking.",0,454.0,6.120297419,0.0,,,merged,2.0,16.0,TypeScript,,0.0,0.0,NE-84,0,VOICEVOX/voicevox,1374,1,0,0,0,1,0,1
CL-1,https://github.com/energietransitie/twomes-p1-reader-firmware/pull/2,https://chat.openai.com/share/5a28b049-8772-474b-89db-6dd888c8144b,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions c++ language, provides some time functions and symbols like time.window. This provides clear locus and concrete evidence. Specificity (1): The overall goal—correctly converting local timestamps to Unix time while disambiguating DST—is clear. However, the scope expands progressively across the conversation (basic conversion, DST ambiguity, optional X flag, persistent state handling) without a single, consolidated set of constraints or a clearly bounded final output specification. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether whether the timestamp is convertd to Unix timestamp format from Europe/Amsterdam' that uses a YYMMDDhhmmss format.",4,67043.0,11.1131044,1.0,,,closed,0.0,4.0,JSON,,0.0,0.0,CL-1,4,energietransitie/twomes-p1-reader-firmware,2,0,1,0,0,1,1,0
CL-2,https://github.com/clojure-emacs/cider/pull/3474,https://chat.openai.com/share/eb1d27f2-91a9-4188-97db-1d469bd690d2,CL,2.0,0.0,0.0,"Context was scored 2 because the prompt mentions Elisp programming language and provides some code samples. This provides clear locus and concrete evidence. Specificity (0): The prompt is phrased as an open-ended preference question (""Which of these is better Elisp?"") without defining evaluation criteria, scope (e.g., compatibility, style guide, performance), or constraints, and it does not request a structured output. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just inquiry of which statement is better without any creteria of evaluating",2,60.0,4.110873864,1.0,,,closed,77.0,1.0,Emacs Lisp,,0.0,1.0,CL-2,2,clojure-emacs/cider,3474,0,1,0,0,1,1,0
CL-3,https://github.com/notenoughupdates/notenoughupdates/pull/849,https://chat.openai.com/share/48fbc5e3-db1f-4879-8f9c-1b473e0d4877,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt provides code snippets and function names. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to resolve a ConcurrentModificationException and adapt the solution to the provided class—but the scope expands incrementally (iterator-based fix, copy-based fix, alternative data structures) without a single bounded specification or formal output constraint. The prompt does not define strict invariants or a required final format. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The appraches suggested can be checked whether they work with the full class provided. Also different datatypes other than TreeMap can be verified if they work.",4,14.0,2.708050201,1.0,,,closed,79.0,2.0,Java,,0.0,0.0,CL-3,4,notenoughupdates/notenoughupdates,849,0,1,0,0,1,1,0
CL-4,https://github.com/fixmyberlin/atlas-app/pull/45,https://chat.openai.com/share/3351b7ee-9222-4d67-9f08-74168428f2cc,CL,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning the framework TypeScript and OSM notes API but does not include code snippets, files, function names. Specificity (1): The goal is clear—create and then refine TypeScript types, including converting certain string fields into string literal unions—but scope and constraints are limited, with no explicit output format requirements beyond the examples shown. Verification was scored 1 because verification is implicitly present i.e someone can verify the TS types for OSM notes API that return a single not is created, and also can implicitly see all the string fields that can be typed as union whether they’re but no explicit correction conditions are specified or test-assertion like expectation.",3,556.0,6.32256524,1.0,,,closed,0.0,15.0,TypeScript,,0.0,1.0,CL-4,3,fixmyberlin/atlas-app,45,0,1,0,0,1,1,0
CL-5,https://github.com/labdao/plex/pull/468,https://chat.openai.com/share/2c4b0dba-429c-4c33-8e21-07f2ff837f54,CL,,,,,0,45.0,3.828641396,,,,closed,2.0,69.0,Markdown,,0.0,0.0,CL-5,0,labdao/plex,468,0,1,0,0,1,1,0
CL-6,https://github.com/sleepyrias/bettersteam/pull/76,https://chat.openai.com/share/d2809bdd-7f19-4a03-9621-da1908e8e639,CL,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning the framework Vue2 but does not include code snippets, files, function names. Specificity (1): The goal is clear—implementing filters whose parameters come from router query parameters and adding a routes.ts file to support this—but the prompt does not define constraints, invariants, or a required output format beyond general example code. Verification was scored 1 because verification is implicitly present i.e someone can know whether a filter is implemented that accepts router query and also if the routes.ts is added with the a, b query parameters, but no explicit correction conditions are specified or test-assertion like expectation.Prompt Efficiency was scored 4 because the conversation converges quickly after a one follow up refinement turn.(one clarification turn)",3,133.0,4.8978398,1.0,,,closed,13.0,14.0,TypeScript,,0.0,1.0,CL-6,3,sleepyrias/bettersteam,76,0,1,0,0,1,1,0
CL-7,https://github.com/theta-limited/openathenaandroid/pull/91,https://chat.openai.com/share/f35a1b48-461c-4dd6-bd44-f19d0fdbe45c,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt providescode snippets, symbols and equations. This provides clear locus and concrete evidence Specificity (1): The goal is clear—to determine how distortion parameters should be adjusted when image resolution is scaled and to derive algebraic relationships for an arbitrary scale factor n—but constraints and output requirements are not tightly bounded, and the scope evolves through iterative questioning. Verification was scored 1 because verification/correctness is implied but no explicit correction conditions are specified. On subsequent turns,prompt is refined to check for possible errors.",4,0.0,0.0,1.0,,,closed,10.0,1.0,Other,,0.0,1.0,CL-7,4,theta-limited/openathenaandroid,91,0,1,0,0,1,1,0
CL-8,https://github.com/ubiquity/ubiquibot/pull/759,https://chat.openai.com/share/3fac1c44-7998-4d8a-aee8-603a300aede4,CL,2.0,1.0,2.0,"Context was scored 2 because the prompt describes explicit locus of change i.e. provides the file to check the raw diff of what exactly the contributor did. This provides clear locus and concrete evidence. Specificity (1): The intent is clear—first to retrieve the raw diff via the API and then to describe what the contributor did and infer their intent—but the request remains open-ended, with no explicit constraints, required structure, or output format. Verification was scored 2 because the prompt provides explicit checkable correction conditions. It provided the original specification to confirm whether the pull request satisfies the requirements.",5,6.0,1.945910149,1.0,,,closed,31.0,21.0,TypeScript,,0.0,1.0,CL-8,5,ubiquity/ubiquibot,759,0,1,0,0,1,1,0
CL-9,https://github.com/open-learning-exchange/myplanet/pull/2213,https://chat.openai.com/share/d072619d-6c1e-4f43-9549-711713cf33d9,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt provides xml code Specificity (1): The goal is clear—translate the provided Android string resources into Somali—but the prompt does not specify scope constraints such as translation style guidelines, consistency rules, handling of placeholders, or formatting requirements beyond implicit preservation of structure. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Somali. Someone can see the provided text converted to Somali and can tell but no formal structure or how to verify that the converted Somali is right.",4,951.0,6.858565035,1.0,,,closed,35.0,3.0,XML,,0.0,1.0,CL-9,4,open-learning-exchange/myplanet,2213,0,1,0,0,1,1,0
CL-10,https://github.com/mirraj2/ox/pull/53,https://chat.openai.com/share/c6e97250-6bcc-41b7-b6a2-5522b90248da,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt describes explicit locus of change i.e. JUnit framework, AssertEqual function and provides grounding evidence i.e. code snippet example. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—understand JUnit iterable equality and implement/review an equals method for XSet—but scope and constraints are not tightly bounded (no explicit invariants, output format, or acceptance criteria beyond narrative explanation and example code). Verification was scored 1 because verification is implicitly present i.e.explanation for code review for the change (code generated), but no explicit correction conditions are specified.",4,14.0,2.708050201,1.0,,,closed,15.0,22.0,Java,,0.0,1.0,CL-10,4,mirraj2/ox,53,0,1,0,0,1,1,0
CL-11,https://github.com/cucumber/docs/pull/890,https://chat.openai.com/share/bc8b4986-1c22-4acb-9bfa-b435ce759336,CL,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about cucumber framework. Specificity (1): The goal is clear—to fix broken sentences, formalize language, and improve documentation clarity, and later to generate a commit message—but the prompt does not impose strict constraints such as style rules, length limits, or a required output structure beyond general prose improvement. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked wether broken sentences are fixed and whether all sentences are formally expressed as specified in the official cucumber doumentation.",3,2.0,1.098612289,0.0,,,closed,0.0,2.0,Markdown,,0.0,0.0,CL-11,3,cucumber/docs,890,0,1,0,0,1,1,0
CL-12,https://github.com/ykdojo/kaguya/pull/16,https://chat.openai.com/share/bb9fe10b-dbb6-4f65-83ab-9b22b92f5edb,CL,,,,,0,28.0,3.36729583,,,,closed,0.0,1.0,JavaScript,,0.0,1.0,CL-12,0,ykdojo/kaguya,16,0,1,0,0,1,1,0
CL-13,https://github.com/admiralbolt/sms/pull/40,https://chat.openai.com/share/6296591c-a407-46f5-ae5f-7663be1f716b,CL,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about github ,no files or filepaths and codesnippets. Specificity (1): The goal is clear—to determine whether file lineage can be manually created so GitHub recognizes moves instead of deletions—but the prompt does not define constraints, alternatives to consider, or a required output structure. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just inquiry of whether someone can manually adjust github file lineage",2,1475.0,7.297091005,0.0,,,closed,1.0,10.0,TypeScript,,0.0,1.0,CL-13,2,admiralbolt/sms,40,0,1,0,0,1,1,0
CL-14,https://github.com/rupertbenwiser/web-environment-integrity/pull/82,https://chat.openai.com/share/c6b374a3-128d-46c8-bdaf-1a4917358133,CL,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions about github, DRM, and provides markdown codes including functions.This provides clear locus and concrete evidence. Specificity (2): The prompt gives an explicit goal (replace the explainer with a mocking reply), clear scope (the entire explainer), and constraints (maintain similar tone/style, be honest about perceived intent, allow references/allusions, and output as Markdown-only code). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked wether the generated explainer is in the same style as the original explainer and also whether's it's markup is right.",5,383.0,5.950642553,1.0,,,closed,0.0,1.0,Markdown,,0.0,0.0,CL-14,5,rupertbenwiser/web-environment-integrity,82,0,1,0,0,1,1,0
CL-15,https://github.com/omegamaster86/calling/pull/1,https://chat.openai.com/share/276f8622-d4a2-43d4-a1e5-2b746066b744,CL,2.0,1.0,0.0,"Context was scored 2 because the prompt describes explicit locus of change i.e framework and runtime (nextjs,google, axios), provides function names and api used and provides grounding evidence and code snippets, error messages. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to diagnose and resolve Google authentication Access Denied and OAuth callback errors—but the scope broadens across networking, Docker, backend API configuration, and cookie handling without a bounded final request or explicit output constraints. Verification was scored 0 because no correctness criteria.",3,290.0,5.673323267,1.0,,,closed,0.0,71.0,Ruby,,0.0,1.0,CL-15,3,omegamaster86/calling,1,0,1,0,0,1,1,0
CL-16,https://github.com/open-learning-exchange/myplanet/pull/2213,https://chat.openai.com/share/d072619d-6c1e-4f43-9549-711713cf33d9,CL,2.0,2.0,1.0,"Context was scored 2 because the prompt provides xml code snippets.This provides clear locus and concrete evidence. Specificity (2): The goal is explicit and bounded—to translate the provided string resources into Somali—clearly scoped to the pasted content with an implicit constraint to preserve keys and structure. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Somali. Someone can see the provided text converted to Somali and can tell but no formal structure or how to verify that the converted Somali is right.",5,951.0,6.858565035,1.0,,,closed,35.0,3.0,XML,,0.0,1.0,CL-16,5,open-learning-exchange/myplanet,2213,0,1,0,0,1,1,0
CL-17,https://github.com/creditmutuelarkea/tock/pull/287,https://chat.openai.com/share/639aade3-aaca-47ba-9c29-09638e0d428e,CL,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions about python programming language, pandas library and also provides function names like groupby.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to group records by 'doc_uuid', generate an incremental index per group, and then flatten the result into dictionaries with a 'chunk' key—but the prompt does not define constraints such as index start value requirements, ordering guarantees, or a required output schema beyond examples. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked wether the dictionaries with similar doc_uuid are grouped together and whether incremental index is generated",4,2478.0,7.815610532,1.0,,,closed,0.0,50.0,Python,,0.0,0.0,CL-17,4,creditmutuelarkea/tock,287,0,1,0,0,1,1,0
