Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS
NE-64,https://github.com/datastax/cassandra/pull/752,https://chat.openai.com/share/29a25377-786f-4690-b146-12acb6acb75b,NE,2,1,1,"Context was scored 2 because the prompt provides file with some code snippets and functions. This provides clear locus and concrete evidence. The goal—fit parameters a and b in f(x)=a ln(N) * M * K^b—is clearly stated, but the prompt lacks explicit constraints, required output format, or algorithmic rules, so Specificity=1. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Accuracy of the approximation, as a percentage of the observed values can be verified from computing using the equation provided.",4
NE-66,https://github.com/VOICEVOX/voicevox_core/pull/761,https://chat.openai.com/share/2cd7f563-fb91-4460-a3e6-5787f17b6ed4,NE,2,1,1,"Context was scored 2 because the prompt mentions rs (rust) and provides sample code snippets with functions. This provides clear locus and concrete evidence. Specificity (1): The goal—explain what the comment (p ⟹ q) = (¬p ∨ q) means in context—is clear, but no constraints or structured output guidance are provided. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The statements can be verified using Logic",4
NE-67,https://github.com/nishiki-tech/nishiki-frontend/pull/271,https://chat.openai.com/share/e5429575-91aa-4585-9332-aa926bfd0085,NE,2,1,0,"Context was scored 2 because the prompt mentions about the Next.js v14 library with the latest App Router feature and provides the function names like router.replace(). This provides clear locus and concrete evidence. Specificity is scored as 1 because the goal—understanding why a parent server component marked force-dynamic re-renders and how to prevent it—is clear, but there are no constraints, output format, or detailed scope instructions. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
NE-68,https://github.com/ggerganov/llama.cpp/pull/1775,https://chat.openai.com/share/a53d3e18-57b3-4f51-8ca0-1336db66fcc6,NE,2,1,1,"Context was scored 2 because the prompt mentions about Apple’s Metal Api and provides code snippets with various functions e.g kernel_mul_mat_q2_k_f32. This provides clear locus and concrete evidence. Specificity (1): The request asks the model to analyze the code step-by-step and then optimize it in a second step. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether the suggested optimisations makes the function run faster or not.",4
NE-69,https://github.com/nickbabcock/OhmGraphite/pull/379,https://chat.openai.com/share/0b9e90b1-2a60-43da-864e-eeef47d48fb2,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning about http and tls. No code snippets The question does not specify modifications, goals for code, constraints, formats, or reasoning requirements, so Specificity is 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on why can’t a self signed http tls certificate between two servers isolated from internet be validated",1
NE-70,https://github.com/dantol29/webserver/pull/318,https://chatgpt.com/share/1a11553b-cd4d-4b5b-af77-27be8a84f2a6,NE,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about NGNIX and 404 error. Specificity (1): The developer’s questions are clear but broad, lacking constraints, requested output formats, or step-by-step reasoning requirements. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked which error is in NGNIX for an empty directory without index and what the actual domain of a website is between www.example.com or example.com",3
NE-71,https://github.com/VOICEVOX/voicevox_core/pull/538,https://chat.openai.com/share/54538577-b336-4b68-b72a-e6739ebfe6c4,NE,2,0,1,"Context was scored 2 because the prompt mentions rust and provides code snippets. This provides clear locus and concrete evidence. The prompt does not specify a concrete goal or task for the LLM to perform, resulting in very low specificity (score 0). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether the provided two processes /functions are the same or not.",3
NE-72,https://github.com/shakacode/shakapacker/pull/430,https://chat.openai.com/share/d33fe865-defd-41df-ac89-4db307a71052,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about NPM and Yarn. Specificity (1): The goal of the conversation is clear—deciding which package manager fits the user’s preferences—but there are no constraints, output format requirements, or technical boundaries set. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. It's a conceptual query on whether NPM or yarn should be used as the default package manager",2
NE-73,https://github.com/skrub-data/skrub/pull/581,https://chat.openai.com/share/d4a00de6-d10b-4c5a-af19-43757fb795cf,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about underfilled job title. The prompt does not define any task, goal, scope, constraints, or expected structured output—it simply asks for an explanation of terminology, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",0
NE-74,https://github.com/VOICEVOX/voicevox/pull/1934,https://chat.openai.com/share/562ffbce-bc50-416e-9bac-ed200097b24c,NE,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning rectSelect as the function. Specificity (1): The goal is clear—suggest good English names for a boolean argument controlling additive selection—but no scope, constraints, or structure for the output are provided. Verification was scored 1 because verification is implicitly implied by ensuring when the control key is pressed, the selected items are added but no explicit correction conditions are specified.",3
NE-75,https://github.com/ogawa-shotaro/Todo-App/pull/12,https://chatgpt.com/share/e892ddea-a713-40f9-a582-2f8526a6c5ac,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about API and res.body Specificity (1): The goal is clear—provide around 10 variable name candidates—but no constraints, scope rules, naming conventions, or output format requirements are defined. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query to list some sample variable names to store list of todo items from api call.",2
NE-76,https://github.com/daeuniverse/dae/pull/300,https://chat.openai.com/share/9fb7d601-2a86-4079-8cdc-3ecdf90cab48,NE,1,1,1,"Context was scored 1 because the prompt requires to translate technical documentation markdown from Chinese to English. some locus and evidence was provided i.e.the markdown file containing the technical documentation to translate. Specificity (1): The prompt has a clear goal—refine grammar—but lacks constraints, formatting rules, or detailed requirements. Verification was scored 1 because correctness is implicitly implied, but no explicit correction conditions are specified. There are implicit correctness expectations,someone can see the provided text converted from Chinese to English and can tell but no formal structure or how to verify that the converted Chinese to English is right.",3
NE-77,https://github.com/VOICEVOX/voicevox/pull/1546,https://chat.openai.com/share/95d89a9e-7aee-4869-bcde-9e282d1ff425,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by just inquiring about naming variable name and gave variable names like audioKeysInitializingSpeaker which are symbols. Specificity (1): The goal is clear—ask whether a variable should be named in the form 'appearance + thing' or 'thing + appearance'—but no constraints, style-guide rules, or output format instructions are provided. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on naming conventions for defining variable names",2
NE-78,https://github.com/VOICEVOX/voicevox_core/pull/555,https://chat.openai.com/share/5b141624-2b16-4a78-9c48-5f6ba67c62e2,NE,1,1,1,"mentions about python, C++ and Rust Specificity (1): The goal—classifying language mechanisms as 'broad RAII' vs. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether these (GCC cleanup - Go defer - Python with - Java's try-with-resource - C# using) different language features for resource management can be considered ""broad RAII"" as in c++",3
NE-79,https://github.com/sign-language-processing/sign-language-processing.github.io/pull/38,https://chatgpt.com/share/d635924e-07f6-4642-9850-d1433b47b9b4,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by providing sample prototype repository is provided](https://github.com/m-decoster/VGT-SL-Dictionary) with accompanying scripts in the text to be summarised. The task—'make the summary more concise while staying accurate'—is clear but lacks constraints such as required length, structure, or formatting, so specificity is moderate (S=1). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",2
NE-80,https://github.com/VOICEVOX/voicevox/pull/1573,https://chat.openai.com/share/50b66438-b707-4468-892a-e9d4fc1c3f4e,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about tooltip direction, no code . The user provides no explicit goal, constraints, output format, or technical scope, so Specificity = 0. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on which direction the tool tip should appear from when hovering the button.",0
NE-81,https://github.com/gnosis/prediction-market-agent-tooling/pull/133,https://chat.openai.com/share/182af04d-62b0-4a58-9971-67b4ba9390b0,NE,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about isinstance(value, X) instead of type(value) is X Specificity (1): The goal is clear—explain why isinstance() is preferred—but the prompt provides no constraints, no output format, and no specific reasoning requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on why we should use isinstance(value, X) instead of type(value) is X.",2
NE-82,https://github.com/reworkd/AgentGPT/pull/897,https://chat.openai.com/share/01ba1f78-371b-4ebc-bddd-32b88e4770f7,NE,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning about n8n framework for workflows. (S=0) The user does not define a concrete goal, required output, or constraints; all queries are open-ended and conceptual. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. A conceptual discussion on n8n and how to develop workflows.",1
NE-83,https://github.com/boostcampwm2023/baekjoonrooms/pull/50,https://chat.openai.com/share/13cc5a56-d758-407e-bc55-2ad0711bd719,NE,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about npm and dockerfile. Specificity (1): The goal is clear—decide which command to use in a Dockerfile—but the prompt does not specify constraints, output format, or reasoning instructions. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked whether to use /do npm install or npm ci in a dockerfile.",3
NE-84,https://github.com/VOICEVOX/voicevox/pull/1374,https://chat.openai.com/share/96a908fa-3af7-4ccd-8320-ff5ec2dff950,NE,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about opening context menu. The request does not specify a development goal, constraints, workflow, or any technical output format—only asks for additional methods, making it non-specific for software engineering purposes (S=0). Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on whether there other way to open context menu besides right-clicking.",0
CL-1,https://github.com/energietransitie/twomes-p1-reader-firmware/pull/2,https://chat.openai.com/share/5a28b049-8772-474b-89db-6dd888c8144b,CL,2,1,1,"Context was scored 2 because the prompt mentions c++ language, provides some time functions and symbols like time.window. This provides clear locus and concrete evidence. Specificity (1): The overall goal—correctly converting local timestamps to Unix time while disambiguating DST—is clear. However, the scope expands progressively across the conversation (basic conversion, DST ambiguity, optional X flag, persistent state handling) without a single, consolidated set of constraints or a clearly bounded final output specification. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether whether the timestamp is convertd to Unix timestamp format from Europe/Amsterdam' that uses a YYMMDDhhmmss format.",4
CL-2,https://github.com/clojure-emacs/cider/pull/3474,https://chat.openai.com/share/eb1d27f2-91a9-4188-97db-1d469bd690d2,CL,2,0,0,"Context was scored 2 because the prompt mentions Elisp programming language and provides some code samples. This provides clear locus and concrete evidence. Specificity (0): The prompt is phrased as an open-ended preference question (""Which of these is better Elisp?"") without defining evaluation criteria, scope (e.g., compatibility, style guide, performance), or constraints, and it does not request a structured output. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just inquiry of which statement is better without any creteria of evaluating",2
CL-3,https://github.com/notenoughupdates/notenoughupdates/pull/849,https://chat.openai.com/share/48fbc5e3-db1f-4879-8f9c-1b473e0d4877,CL,2,1,1,"Context was scored 2 because the prompt provides code snippets and function names. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to resolve a ConcurrentModificationException and adapt the solution to the provided class—but the scope expands incrementally (iterator-based fix, copy-based fix, alternative data structures) without a single bounded specification or formal output constraint. The prompt does not define strict invariants or a required final format. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The appraches suggested can be checked whether they work with the full class provided. Also different datatypes other than TreeMap can be verified if they work.",4
CL-4,https://github.com/fixmyberlin/atlas-app/pull/45,https://chat.openai.com/share/3351b7ee-9222-4d67-9f08-74168428f2cc,CL,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning the framework TypeScript and OSM notes API but does not include code snippets, files, function names. Specificity (1): The goal is clear—create and then refine TypeScript types, including converting certain string fields into string literal unions—but scope and constraints are limited, with no explicit output format requirements beyond the examples shown. Verification was scored 1 because verification is implicitly present i.e someone can verify the TS types for OSM notes API that return a single not is created, and also can implicitly see all the string fields that can be typed as union whether they’re but no explicit correction conditions are specified or test-assertion like expectation.",3
CL-6,https://github.com/sleepyrias/bettersteam/pull/76,https://chat.openai.com/share/d2809bdd-7f19-4a03-9621-da1908e8e639,CL,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning the framework Vue2 but does not include code snippets, files, function names. Specificity (1): The goal is clear—implementing filters whose parameters come from router query parameters and adding a routes.ts file to support this—but the prompt does not define constraints, invariants, or a required output format beyond general example code. Verification was scored 1 because verification is implicitly present i.e someone can know whether a filter is implemented that accepts router query and also if the routes.ts is added with the a, b query parameters, but no explicit correction conditions are specified or test-assertion like expectation.Prompt Efficiency was scored 4 because the conversation converges quickly after a one follow up refinement turn.(one clarification turn)",3
CL-7,https://github.com/theta-limited/openathenaandroid/pull/91,https://chat.openai.com/share/f35a1b48-461c-4dd6-bd44-f19d0fdbe45c,CL,2,1,1,"Context was scored 2 because the prompt providescode snippets, symbols and equations. This provides clear locus and concrete evidence Specificity (1): The goal is clear—to determine how distortion parameters should be adjusted when image resolution is scaled and to derive algebraic relationships for an arbitrary scale factor n—but constraints and output requirements are not tightly bounded, and the scope evolves through iterative questioning. Verification was scored 1 because verification/correctness is implied but no explicit correction conditions are specified. On subsequent turns,prompt is refined to check for possible errors.",4
CL-8,https://github.com/ubiquity/ubiquibot/pull/759,https://chat.openai.com/share/3fac1c44-7998-4d8a-aee8-603a300aede4,CL,2,1,2,"Context was scored 2 because the prompt describes explicit locus of change i.e. provides the file to check the raw diff of what exactly the contributor did. This provides clear locus and concrete evidence. Specificity (1): The intent is clear—first to retrieve the raw diff via the API and then to describe what the contributor did and infer their intent—but the request remains open-ended, with no explicit constraints, required structure, or output format. Verification was scored 2 because the prompt provides explicit checkable correction conditions. It provided the original specification to confirm whether the pull request satisfies the requirements.",5
CL-9,https://github.com/open-learning-exchange/myplanet/pull/2213,https://chat.openai.com/share/d072619d-6c1e-4f43-9549-711713cf33d9,CL,2,1,1,"Context was scored 2 because the prompt provides xml code Specificity (1): The goal is clear—translate the provided Android string resources into Somali—but the prompt does not specify scope constraints such as translation style guidelines, consistency rules, handling of placeholders, or formatting requirements beyond implicit preservation of structure. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Somali. Someone can see the provided text converted to Somali and can tell but no formal structure or how to verify that the converted Somali is right.",4
CL-10,https://github.com/mirraj2/ox/pull/53,https://chat.openai.com/share/c6e97250-6bcc-41b7-b6a2-5522b90248da,CL,2,1,1,"Context was scored 2 because the prompt describes explicit locus of change i.e. JUnit framework, AssertEqual function and provides grounding evidence i.e. code snippet example. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—understand JUnit iterable equality and implement/review an equals method for XSet—but scope and constraints are not tightly bounded (no explicit invariants, output format, or acceptance criteria beyond narrative explanation and example code). Verification was scored 1 because verification is implicitly present i.e.explanation for code review for the change (code generated), but no explicit correction conditions are specified.",4
CL-11,https://github.com/cucumber/docs/pull/890,https://chat.openai.com/share/bc8b4986-1c22-4acb-9bfa-b435ce759336,CL,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about cucumber framework. Specificity (1): The goal is clear—to fix broken sentences, formalize language, and improve documentation clarity, and later to generate a commit message—but the prompt does not impose strict constraints such as style rules, length limits, or a required output structure beyond general prose improvement. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked wether broken sentences are fixed and whether all sentences are formally expressed as specified in the official cucumber doumentation.",3
CL-13,https://github.com/admiralbolt/sms/pull/40,https://chat.openai.com/share/6296591c-a407-46f5-ae5f-7663be1f716b,CL,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about github ,no files or filepaths and codesnippets. Specificity (1): The goal is clear—to determine whether file lineage can be manually created so GitHub recognizes moves instead of deletions—but the prompt does not define constraints, alternatives to consider, or a required output structure. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just inquiry of whether someone can manually adjust github file lineage",2
CL-14,https://github.com/rupertbenwiser/web-environment-integrity/pull/82,https://chat.openai.com/share/c6b374a3-128d-46c8-bdaf-1a4917358133,CL,2,2,1,"Context was scored 2 because the prompt mentions about github, DRM, and provides markdown codes including functions.This provides clear locus and concrete evidence. Specificity (2): The prompt gives an explicit goal (replace the explainer with a mocking reply), clear scope (the entire explainer), and constraints (maintain similar tone/style, be honest about perceived intent, allow references/allusions, and output as Markdown-only code). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked wether the generated explainer is in the same style as the original explainer and also whether's it's markup is right.",5
CL-15,https://github.com/omegamaster86/calling/pull/1,https://chat.openai.com/share/276f8622-d4a2-43d4-a1e5-2b746066b744,CL,2,1,0,"Context was scored 2 because the prompt describes explicit locus of change i.e framework and runtime (nextjs,google, axios), provides function names and api used and provides grounding evidence and code snippets, error messages. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to diagnose and resolve Google authentication Access Denied and OAuth callback errors—but the scope broadens across networking, Docker, backend API configuration, and cookie handling without a bounded final request or explicit output constraints. Verification was scored 0 because no correctness criteria.",3
CL-16,https://github.com/open-learning-exchange/myplanet/pull/2213,https://chat.openai.com/share/d072619d-6c1e-4f43-9549-711713cf33d9,CL,2,2,1,"Context was scored 2 because the prompt provides xml code snippets.This provides clear locus and concrete evidence. Specificity (2): The goal is explicit and bounded—to translate the provided string resources into Somali—clearly scoped to the pasted content with an implicit constraint to preserve keys and structure. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Somali. Someone can see the provided text converted to Somali and can tell but no formal structure or how to verify that the converted Somali is right.",5
CL-17,https://github.com/creditmutuelarkea/tock/pull/287,https://chat.openai.com/share/639aade3-aaca-47ba-9c29-09638e0d428e,CL,2,1,1,"Context was scored 2 because the prompt mentions about python programming language, pandas library and also provides function names like groupby.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to group records by 'doc_uuid', generate an incremental index per group, and then flatten the result into dictionaries with a 'chunk' key—but the prompt does not define constraints such as index start value requirements, ordering guarantees, or a required output schema beyond examples. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked wether the dictionaries with similar doc_uuid are grouped together and whether incremental index is generated",4
CL-18,https://github.com/openadaptai/openadapt/pull/228,https://chat.openai.com/share/dda1e1e2-f52f-49c1-ac2e-ece2f0488cb7,CL,0,1,0,"general inquiry, no code snippet, no files, Specificity (1): The goal is clear—to enumerate a hierarchy of GUI actions at different abstraction levels—but there are no explicit constraints, formal structure requirements, or output format beyond narrative listing. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query to enumerate actions that one takes when operating GUI desktop applications for typical day-to-day tasks",1
CL-19,https://github.com/technotog/getentry/pull/4,https://chat.openai.com/share/b7072bfa-f783-46cc-a157-63f2662341b8,CL,2,1,1,"Context was scored 2 because the prompt provides python code snippets with detailed function implementations.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to determine whether the provided script can be used as a web API and how to adapt it for request handling—but the scope broadens across API design, security, deployment, and parameter passing without a bounded final requirement or specified output format. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided code is usable as an api for the website and also whether the request parameter can be passed to the api.",4
CL-21,https://github.com/pydata/xarray/pull/8208,https://chat.openai.com/share/5c1e3d71-ebf8-4bc1-a861-288d6dc83f55,CL,2,1,0,"Context was scored 2 because the prompt provides code snippets with function implementations and error message.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—understand why a cast is required for type checking—but the request does not impose explicit constraints, output format, or acceptance criteria beyond explanatory reasoning. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just an inquiry on understanding why the cast occurs.",3
CL-22,https://github.com/dwyl/imgup/pull/64,https://chat.openai.com/share/522cd0a9-1646-49a9-ac05-f9207d903b1b,CL,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about technoligies like AWS S3 and the Elixir programming language. Specificity (1): The goal is clear—to write a script that uploads an image to AWS S3 using Elixir—but the prompt does not define scope constraints (e.g., authentication method requirements, error handling expectations) or require a particular output format beyond a general script example. Verification was scored 1 because verification is is implicity implied, but no explicit correction conditions and test conditons are specifed. It can be checked wether the written scrips uploads the image to AWS.",3
CL-24,https://github.com/osrsb/osrsbot/pull/301,https://chat.openai.com/share/633e2b6f-6e7b-43e7-8a8a-7fbe47c0aa4b,CL,2,1,0,"Context was scored 2 because the prompt provides exact functions and codes that have bugs/issues to be resolved used and provides grounding evidence e.g getPointNearCenter(), getPointInRange. This provides clear locus and concrete evidence. Specificity (1): The goal is clear—to diagnose and fix several bugs related to point generation and inventory handling—but the scope expands across multiple unrelated methods and issues without a single bounded request or explicit output constraints. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations, test rules that can be used to verify whether the code that had bugs now works as expected.",3
CL-25,https://github.com/prometheus-operator/website/pull/77,https://chat.openai.com/share/e21fc4c0-6dfd-4e22-8732-2e7d17ef6585,CL,0,0,0,"Context was scored 0 because the prompt asks a general question inquiring about SEO. Specificity (0): The prompt is broad and exploratory, asking for general explanations about why documentation organization matters and why content structure is relevant for SEO, without defining scope, constraints, target audience, or a bounded output format. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on why someone should care about how the project's documentation is organized in the project's website",0
CL-26,https://github.com/tisunion/primebackup/pull/10,https://chat.openai.com/share/bde25430-a750-4f2d-84bc-42e934a85c60,CL,2,1,0,"Context was scored 2 because the prompt mentions about bukkit plugin(technologies) and provides symbols and json snippets.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—choose between ""these"" and ""them"" for a blank in a given sentence—but the scope is narrow and lacks additional constraints or structured output requirements. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual clarification on which of the terms to use to fill the blanks whether them or these.",3
CL-27,https://github.com/voicevox/voicevox/pull/1492,https://chat.openai.com/share/701a5fb7-dc5d-46df-b1b0-fed9442fd62b,CL,1,0,0,"Context was scored 1 because the prompt provides partial context by mentioning about variable names and gives an example i.e current. Specificity (0): The prompt is exploratory and open-ended, asking for naming suggestions without defining constraints, scope (e.g., language conventions, project style guide), or a structured output requirement. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual query on what to name a variable as its values change",1
CL-28,https://github.com/paul-gauthier/aider/pull/119,https://chat.openai.com/share/4555f0ea-1e7b-49f5-a18e-f7daba6ffb5f,CL,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning CSS  tailwind ,and autoprefixer. Specificity (1): The prompt goal is clear asking whether tailwind use post css and autoprefixer without defining scope, constraints or a structured output requirement. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether tailwind uses  post css and autoprefixer or not.",3
CL-29,https://github.com/open-learning-exchange/myplanet/pull/2214,https://chat.openai.com/share/be516fdf-e0e6-46eb-b2b9-21a35147cc06,CL,2,2,1,"Context was scored 2 because the prompt requires to convert the provided code snippet (string of markup language) to French hence providing clear locus of change and grounding evidence. Specificity (2): The goal is explicit and tightly scoped—to convert the provided strings to French—implicitly constraining the task to preserve keys, structure, and format of the XML entries. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions are specified. Someone can see the provided text converted to French instead of English and can tell but no formal structure or how to verify that the converted French is right.",5
CL-30,https://github.com/hyprwm/hyprland/pull/3393,https://chat.openai.com/share/39f35dbd-57cf-4e1a-8b09-9161af605b65,CL,2,1,1,"Context was scored 2 because the prompt provides mark down code containing the code of conduct hence clear locus of change and grounding evidence. Specificity (1): The goal is clear—to rewrite the Code of Conduct to be more welcoming, friendly, and useful—but the prompt does not define scope constraints, stylistic rules, tone guidelines, or a required output format beyond qualitative intent. Verification was scored 1 because verification can be implicitly implied, but no explicit conditions are well specified beyond someone checking whether it's a more welcoming and friendly, better improved version than the original one.",4
CL-31,https://github.com/gemini-hlsw/scheduler/pull/428,https://chat.openai.com/share/1820dca2-0ac8-45da-82f7-dc81ae12325f,CL,2,1,1,"Context was scored 2 because the prompt mentions python and gives code snippets with symbols and functions.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—determine whether a list comprehension is recreated during the all() check—but the prompt does not impose additional constraints, required output format, or acceptance criteria beyond explanation. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the list comprehension [r.id for r in nc[night_idx].resources] is recreated for each resource in obs.required_resources()",4
CL-32,https://github.com/scratchdata/scratchdata/pull/134,https://chat.openai.com/share/1b1b2c58-6ee5-4b3f-b0f3-67260eb71780,CL,1,1,2,"Context was scored 1 because the prompt provides partial context by mentioning the programming language Go and how sqs message can be handled in it but does not include code snippets, files, function names. Specificity (1): The goal is clear—to provide an example of handling an SQS message in Go and ensuring failed processing is reported back to the queue—but the prompt does not define constraints such as retry strategy, visibility timeout configuration, error types, or a required output format beyond a general example. Verification was scored 2 because error conditions are present i.e if there’s an error the code can communicate that it didn’t work out.",4
CL-33,https://github.com/voicevox/voicevox/pull/1896,https://chat.openai.com/share/7dbf547f-6994-4234-9e21-a262291ae487,CL,2,2,1,"Context was scored 2 because the prompt provides typescript code snippets with functions and symbols to refactor.This provides clear locus and concrete evidence. Specificity (2): The goal is explicit and bounded—to refactor the given code to be more concise without increasing length—and includes constraints (maintain behavior, keep it concise, answer in Japanese). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checkd if the refactored code is more concise and readable and whether it still preserves the intent of the original code.",5
CL-34,https://github.com/opensalamander/salamander/pull/51,https://chat.openai.com/share/020f2fca-fdef-4557-9218-5ef96f998d32,CL,2,1,1,"Context was scored 2 because the prompt mentions C++ and provides some code snippets .This provides clear locus and concrete evidence. Specificity (1): The goal is clear—translate C++ comments from Czech to English—but the prompt does not specify constraints such as formatting requirements, preservation rules, or output structure beyond a straightforward translation. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided C++ comments are translated to English. Someone can see the provided comments are converted to English and can tell but no formal structure or how to verify that the converted text is right.",4
CL-35,https://github.com/siv3d/opensiv3d/pull/1097,https://chat.openai.com/share/3c59d0ed-8861-4ee7-9d35-abe80b7f6b97,CL,2,1,0,"Context was scored 2 because the prompt provides markdown language and mentions about git commands.This provides clear locus and concrete evidence. Specificity (1): The goal is clear—ask how to handle the situation after a squash merge—but scope and constraints are not tightly bounded, and no required output format or decision criteria are specified. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Just a conceptual inquiry on how to respond to git Squash Merge query",3
CL-36,https://github.com/open-learning-exchange/myplanet/pull/2212,https://chat.openai.com/share/6d4c8c53-c8eb-42f3-92e0-72f6ba1b65ff,CL,2,1,1,"Context was scored 2 because the prompt requires to convert the provided code snippet (string of markup language) to Arabic hence providing clear locus of change and grounding evidence. Specificity (1): The goal is clear—to translate Android string resources into Arabic—but the prompt does not specify constraints such as preservation of XML syntax, handling of special characters, RTL considerations, or output formatting rules beyond performing the translation. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions are specified. Someone can see the provided text converted to Arabic instead of English and can tell but no formal structure or how to verify that the converted Arabic is right.",4
